Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount,ObjectId
2022,Approved Budget,1 - Toronto Police Service,Chief of Police (Command),"Centralized Command Charges,CHF (Pillar)","Centralized Command Charges,CHF","Centralized Command Charges, CHF",Premium Pay,1575,Special Events premium pay - Uniform,0,149
2022,Approved Budget,1 - Toronto Police Service,Chief of Police (Command),"Centralized Command Charges,CHF (Pillar)","Centralized Command Charges,CHF","Centralized Command Charges, CHF",Revenues,8556,In-house seminars,0,150
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Premium Pay,1574,Lieutime premium pay - Uniform,-3500000,151
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Premium Pay,1578,Callback (Command Initiatives) - Uniform,398600,152
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Premium Pay,1582,Overtime premium pay - Civilian,262200,153
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Premium Pay,1583,Callback premium pay - Civilian,988600,154
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Premium Pay,1584,Lieutime premium pay - Civilian,1171700,155
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Premium Pay,1592,Overtime premium pay - Contract,258200,156
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Premium Pay,1593,Callback premium pay - Contract,162400,157
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Premium Pay,1594,Lieutime premium pay - Contract,191500,158
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,7650,IDR - Police,-3500000,159
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,7651,Alarms,0,160
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,7652,IDR - Paid duty expenses,-1500,161
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,7653,IDR - Gasoline,-1808400,162
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,7654,IDR - Toronto Fire,0,163
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,7655,IDR - Other,-1516900,164
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8044,Grants - other government,0,165
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8502,Paid duty - officers fee,-24667000,166
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8503,Paid duty - equipment rental,-1513000,167
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8504,Paid duty - administration fee,-3700000,168
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8505,Alarm Fees,-700000,169
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8519,Recoveries - Prisoner Return,-50000,170
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8528,Training recoveries,-15000,171
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8544,Restitution,0,172
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8546,Cafeteria revenue,0,173
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8549,Witness fees,-3000,174
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8551,Disclosure revenues,-190000,175
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8555,Parking enforcement - indirect costs,-2211900,176
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,8710,Donations,0,177
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9030,Miscellaneous revenues,-608000,178
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9031,Insurance - vehicle write offs,-130000,179
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9032,Insurance - vehicle repairs,0,180
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9033,Sale of vehicles,-403000,181
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9034,Interest charges - overdue payments,-12500,182
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9042,Revenues - other,-10750000,183
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9160,Interest income,0,184
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9185,U.S. Exchange - gain/loss,0,185
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9270,Draws from Reserves,0,186
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9451,Trades payable discounts received,0,187
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Revenues,9453,A/R small payment differences,0,188
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1502,Regular salaries - Civilian Sr. Officer,0,189
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1503,Regular salaries - Uniform Sr. Officer,0,190
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1504,Regular salaries - Uniform,0,191
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1505,Regular salaries - Civilian A,0,192
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1507,Regular salaries - Civilian C,0,193
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1514,Temporary - short-term,0,194
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1515,Paid duty officers - earnings,24667000,195
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1518,Regular salaries - Civilian E (monitors/translators),0,196
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1522,New Initiative costs,0,197
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1532,Alternate rate - Uniform Sr. Officer,0,198
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1534,Alternate rate - Civilian A,0,199
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Centralized Service Chrgs & UNS (Pillar),Centralized Service Charges,Centralized Service Charges,Salaries,1535,Alternate rate - Civilian B,0,200
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Reserves Group (Pillar),Reserves Group,Modernization and Reform Initiatives,Benefits,1744,EI - Uniform,0,201
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Reserves Group (Pillar),Reserves Group,Modernization and Reform Initiatives,Benefits,1746,EI - Civilian,0,202
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Reserves Group (Pillar),Reserves Group,Modernization and Reform Initiatives,Benefits,1748,EI - Non-qualified,0,203
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Reserves Group (Pillar),Reserves Group,Modernization and Reform Initiatives,Benefits,1764,CPP - Uniform,0,204
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Reserves Group (Pillar),Reserves Group,Modernization and Reform Initiatives,Benefits,1765,CPP - Civilian,0,205
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Reserves Group (Pillar),Reserves Group,Modernization and Reform Initiatives,Benefits,1767,CPP - Non-qualified,0,206
2022,Approved Budget,1 - Toronto Police Service,Centralized Service Charges (Command),Reserves Group (Pillar),Reserves Group,Modernization and Reform Initiatives,Benefits,1773,OMERS - Uniform,0,207
